image_id,wear_pattern,class_id,condition,severity,cause,corrective_action
IMG20260406113448 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113454 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113459 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113505 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113516 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113521 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113529 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113534 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113554 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113559 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113604 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113610 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113614 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113618 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113622 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113629 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113637 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113648 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113652 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113656 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113705 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113712 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113716 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113726 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113736 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113740 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113752 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113756 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113813 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113829 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113833 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113844 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113920 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113925 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406113959 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114008 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114013 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114020 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114024 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114028 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114032 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114035 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114038 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114111 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114117 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114127 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114142 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114152 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114158 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114223 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114230 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114244 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114352 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114358 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114411 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114415 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114420 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114431 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114441 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114506 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114537 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114544 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114557 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114603 - Viren Viren.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20260406114749 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406114806 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406114821 - Viren Viren.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406114838 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406114900 - Viren Viren.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260406114925 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260406115004 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406115046 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406115102 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115117 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115136 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115158 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115217 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115241 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115307 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115325 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115422 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260406115455 - Viren Viren.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260406115515 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260406115544 - Viren Viren.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260406115610 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406115708 - Viren Viren.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260406115732 - Viren Viren.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
https://drive.google.com/open?id=1J0eZBJ_gUGH5bTvAHe1PjCz9e3Een7Tz,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
https://drive.google.com/open?id=1EB44Pv2aBtgBw6VueO9wvFf_-MriItsa,even,3,safe,low,Normal wear,Continue monitoring
https://drive.google.com/open?id=1ssG0d2O_QF3_wFqDqvQNRLj46kBfhPd2,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
https://drive.google.com/open?id=1mLBv5vtGMBhJMR04mn31-QTTR4-qe_mK,even,3,safe,low,Normal wear,Continue monitoring
https://drive.google.com/open?id=197MhN36peHjH1Am22NifvM5kMZl9-4_-,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
https://drive.google.com/open?id=1AhUEqS8iqEEwBLnv6lidpQFtaqcyg50O,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
https://drive.google.com/open?id=19RQm5T74YlWmoVVqf1znuW7ZkKSI9T5W,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
https://drive.google.com/open?id=1GHbSIxW7k1xgTrew-rlQYyzs7qT9c5J3,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
https://drive.google.com/open?id=1-VVR5WKlGWZLVswxFDYD6JrxeISXSGyy,center_wear,0,safe,low,Possible overinflation,Continue monitoring
https://drive.google.com/open?id=1MJ1Cg3EsjAgFXn12ynEv90fDv5otgl3E,even,3,safe,low,Normal wear,Continue monitoring
https://drive.google.com/open?id=1Y1h5iFUw4hL1ILOLBTybuAjcidLmfIn2,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
https://drive.google.com/open?id=1x4toVmCgbShof_t-F-71LTwCMZQlYCrp,even,3,safe,low,Normal wear,Continue monitoring
https://drive.google.com/open?id=1T1UdV72QI74yu62j7GHFu_P13PmIqtca,even,3,safe,low,Normal wear,Continue monitoring
https://drive.google.com/open?id=1ed1oZkjAih_amMoYMtX7joah8G_aRnwi,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260115085908.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121113753.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121113853.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121114013.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
1769244151437.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260115090719.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260128121045 (1).jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG_7050.JPG,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121160116.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG_6972.JPG,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121114107.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG_6994.JPG,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG_7016.JPG,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121113216.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20251218154402.heic,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
1769244151386.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG_6943.JPG,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260128122355.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121115233.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260128122450.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121115817.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG_6991.JPG,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121114853.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121160330.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260128123037.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121114946.jpg,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
IMG20260121115440.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6966.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121115535.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121160257.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128122316.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6988.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128121235.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260128121148.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121115327.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128123126.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121114805.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260128122910.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121114224.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260121114341.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG_6934.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121114436.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20251218155033.heic,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260128121712.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251103164609.heic,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG_6940.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_6947.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121115654.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260128122957.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121114537_01.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_6925.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121114711.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260128122819.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_6918.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128122154.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128122230.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260121113359.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121161400.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7022.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
Copy of IMG20251218151751.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20251218154623.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121113305.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121161458.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128121444.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121160223.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_7019.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6931.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128122711.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6997.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128121628.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260115090353.jpg,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260121112523.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128122610.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121115143.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121115033.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
Copy of IMG20251218151653.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128122525.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121112252.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121161110.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121112649.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121120740.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128121756.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121112135.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20251218160210.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7010.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7007.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128121354.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20251218155818.heic,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG20260121160906.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7004.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7001.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121160804.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6982.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260128121953.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6975.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG_7038.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121161303.jpg,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260128122123.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6985.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7041.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6979.JPG,one_sided_wear,4,moderate,moderate,Possible alignment issue,Inspect pressure and alignment
Copy of IMG20251218151832.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20251218160057.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121161220.jpg,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
IMG20251218160358.heic,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260128122046.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_6957.JPG,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
1769244151482.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20251218160307.heic,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260128121859.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20251103164832.heic,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG_6951.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20251218155934.heic,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
IMG20260121121508.jpg,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG20260121113443.jpg,center_wear,0,moderate,moderate,Possible overinflation,Inspect pressure and alignment
IMG_7025.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7028.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
IMG_7013.JPG,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
1769244151336.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20251218160520.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260115085618.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20251218154457.heic,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218152144.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260121113103.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20251218155739.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260121112821.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218153808.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20260121113011.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218154022.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20260121112912.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218151035.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218152036.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218152401.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of 9.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251218154542.heic,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218145539.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218145654.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218145831.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218150730.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218153610.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of 5.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218153928.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218150254.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218154203.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
front image.jpeg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218153445.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218153357.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218153029.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218145812.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218152902.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218152236.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218150847.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218150621.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218152538.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20251218154739.heic,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218153307.jpg,edge_wear,1,safe,moderate,Possible underinflation,Inspect pressure and alignment
Copy of IMG20251218150508.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218151921.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218152440.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of 1.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20251103170048.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251218155614.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218150412.jpg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20251218154833.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251218154944.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
front image 5.jpeg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
front image 4.jpeg,center_wear,0,safe,low,Possible overinflation,Continue monitoring
Copy of IMG20251218145404.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251218160602.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251218160636.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251103165459.heic,center_wear,0,safe,low,Possible overinflation,Continue monitoring
IMG20251103164237.heic,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
Copy of IMG20251218152941.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20251103164020.heic,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218153134.jpg,uneven_wear,2,safe,moderate,Irregular tread readings,Inspect pressure and alignment
IMG20251218160726.heic,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218151359.jpg,even,3,safe,low,Normal wear,Continue monitoring
Copy of IMG20251218151620.jpg,even,3,safe,low,Normal wear,Continue monitoring
IMG20251103165827.heic,center_wear,0,safe,low,Possible overinflation,Continue monitoring
002_IMG20260209154457 (1).heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
007_IMG20260209154607.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
013_IMG20260209154732.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
019_IMG20260209154849.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
025_IMG20260209154957.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
041_IMG20260209155508.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
047_IMG20260209155620.heic,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
053_IMG20260209155700.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
059_IMG20260209155852.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
065_IMG20260209155957.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
071_IMG20260209160826.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
077_IMG20260209161000.heic,edge_wear,1,moderate,moderate,Possible underinflation,Inspect pressure and alignment
083_IMG20260209161051.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
093_IMG20260209161255.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
117_IMG20260209161617.heic,even,3,moderate,moderate,Normal wear,Inspect pressure and alignment
123_IMG20260209161701.heic,critical_wear,5,replace,high,Tread below safe threshold,Replace or inspect immediately
129_IMG20260209161808.heic,uneven_wear,2,moderate,moderate,Irregular tread readings,Inspect pressure and alignment
